shreeyash@ObsedianPrime:/mnt/e/gsm-sip-gatewaygit/gsm-sip-gatewaygit/android$ adb shell su -c "tinymix"
Mixer name: 'sm6150-idp-snd-card'
Number of controls: 3409
ctl     type    num     name                                     value
1565    BOOL    2       TERT_TDM_RX_0 Audio Mixer MultiMedia10   Off Off
1566    BOOL    2       TERT_TDM_RX_0 Audio Mixer MultiMedia11   Off Off
1567    BOOL    2       TERT_TDM_RX_0 Audio Mixer MultiMedia12   Off Off
1568    BOOL    2       TERT_TDM_RX_0 Audio Mixer MultiMedia13   Off Off
1569    BOOL    2       TERT_TDM_RX_0 Audio Mixer MultiMedia14   Off Off
1570    BOOL    2       TERT_TDM_RX_0 Audio Mixer MultiMedia15   Off Off
1571    BOOL    2       TERT_TDM_RX_0 Audio Mixer MultiMedia16   Off Off
1572    BOOL    2       TERT_TDM_RX_0 Audio Mixer MultiMedia21   Off Off
1573    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia1    Off Off
1574    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia2    Off Off
1575    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia3    Off Off
1576    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia4    Off Off
1577    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia5    Off Off
1578    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia6    Off Off
1579    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia7    Off Off
1580    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia8    Off Off
1581    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia9    Off Off
1582    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia10   Off Off
1583    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia11   Off Off
1584    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia12   Off Off
1585    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia13   Off Off
1586    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia14   Off Off
1587    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia15   Off Off
1588    BOOL    2       TERT_TDM_TX_0 Audio Mixer MultiMedia16   Off Off
1589    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia1    Off Off
1590    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia2    Off Off
1591    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia3    Off Off
1592    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia4    Off Off
1593    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia5    Off Off
1594    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia6    Off Off
1595    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia7    Off Off
1596    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia8    Off Off
1597    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia9    Off Off
1598    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia10   Off Off
1599    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia11   Off Off
1600    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia12   Off Off
1601    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia13   Off Off
1602    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia14   Off Off
1603    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia15   Off Off
1604    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia16   Off Off
1605    BOOL    2       TERT_TDM_RX_1 Audio Mixer MultiMedia21   Off Off
1606    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia1    Off Off
1607    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia2    Off Off
1608    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia3    Off Off
1609    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia4    Off Off
1610    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia5    Off Off
1611    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia6    Off Off
1612    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia7    Off Off
1613    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia8    Off Off
1614    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia9    Off Off
1615    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia10   Off Off
1616    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia11   Off Off
1617    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia12   Off Off
1618    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia13   Off Off
1619    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia14   Off Off
1620    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia15   Off Off
1621    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia16   Off Off
1622    BOOL    2       TERT_TDM_RX_2 Audio Mixer MultiMedia21   Off Off
1623    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia1    Off Off
1624    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia2    Off Off
1625    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia3    Off Off
1626    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia4    Off Off
1627    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia5    Off Off
1628    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia6    Off Off
1629    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia7    Off Off
1630    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia8    Off Off
1631    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia9    Off Off
1632    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia10   Off Off
1633    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia11   Off Off
1634    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia12   Off Off
1635    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia13   Off Off
1636    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia14   Off Off
1637    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia15   Off Off
1638    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia16   Off Off
1639    BOOL    2       TERT_TDM_RX_3 Audio Mixer MultiMedia21   Off Off
1640    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia1    Off Off
1641    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia2    Off Off
1642    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia3    Off Off
1643    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia4    Off Off
1644    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia5    Off Off
1645    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia6    Off Off
1646    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia7    Off Off
1647    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia8    Off Off
1648    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia9    Off Off
1649    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia10   Off Off
1650    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia11   Off Off
1651    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia12   Off Off
1652    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia13   Off Off
1653    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia14   Off Off
1654    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia15   Off Off
1655    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia16   Off Off
1656    BOOL    2       TERT_TDM_RX_4 Audio Mixer MultiMedia21   Off Off
1657    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia1    Off Off
1658    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia2    Off Off
1659    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia3    Off Off
1660    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia4    Off Off
1661    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia5    Off Off
1662    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia6    Off Off
1663    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia7    Off Off
1664    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia8    Off Off
1665    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia9    Off Off
1666    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia10   Off Off
1667    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia11   Off Off
1668    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia12   Off Off
1669    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia13   Off Off
1670    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia14   Off Off
1671    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia15   Off Off
1672    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia16   Off Off
1673    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia20   Off Off
1674    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia21   Off Off
1675    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia30   Off Off
1676    BOOL    2       QUAT_TDM_RX_0 Audio Mixer MultiMedia31   Off Off
1677    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia1    Off Off
1678    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia2    Off Off
1679    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia3    Off Off
1680    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia4    Off Off
1681    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia5    Off Off
1682    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia6    Off Off
1683    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia7    Off Off
1684    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia8    Off Off
1685    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia9    Off Off
1686    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia10   Off Off
1687    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia11   Off Off
1688    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia12   Off Off
1689    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia13   Off Off
1690    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia14   Off Off
1691    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia15   Off Off
1692    BOOL    2       QUAT_TDM_TX_0 Audio Mixer MultiMedia16   Off Off
1693    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia1    Off Off
1694    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia2    Off Off
1695    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia3    Off Off
1696    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia4    Off Off
1697    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia5    Off Off
1698    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia6    Off Off
1699    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia7    Off Off
1700    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia8    Off Off
1701    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia9    Off Off
1702    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia10   Off Off
1703    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia11   Off Off
1704    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia12   Off Off
1705    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia13   Off Off
1706    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia14   Off Off
1707    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia15   Off Off
1708    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia16   Off Off
1709    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia20   Off Off
1710    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia21   Off Off
1711    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia30   Off Off
1712    BOOL    2       QUAT_TDM_RX_1 Audio Mixer MultiMedia31   Off Off
1713    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia1    Off Off
1714    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia2    Off Off
1715    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia3    Off Off
1716    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia4    Off Off
1717    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia5    Off Off
1718    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia6    Off Off
1719    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia7    Off Off
1720    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia8    Off Off
1721    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia9    Off Off
1722    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia10   Off Off
1723    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia11   Off Off
1724    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia12   Off Off
1725    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia13   Off Off
1726    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia14   Off Off
1727    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia15   Off Off
1728    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia16   Off Off
1729    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia20   Off Off
1730    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia21   Off Off
1731    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia30   Off Off
1732    BOOL    2       QUAT_TDM_RX_2 Audio Mixer MultiMedia31   Off Off
1733    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia1    Off Off
1734    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia2    Off Off
1735    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia3    Off Off
1736    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia4    Off Off
1737    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia5    Off Off
1738    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia6    Off Off
1739    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia7    Off Off
1740    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia8    Off Off
1741    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia9    Off Off
1742    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia10   Off Off
1743    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia11   Off Off
1744    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia12   Off Off
1745    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia13   Off Off
1746    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia14   Off Off
1747    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia15   Off Off
1748    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia16   Off Off
1749    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia20   Off Off
1750    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia21   Off Off
1751    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia30   Off Off
1752    BOOL    2       QUAT_TDM_RX_3 Audio Mixer MultiMedia31   Off Off
1753    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia1    Off Off
1754    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia2    Off Off
1755    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia3    Off Off
1756    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia4    Off Off
1757    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia5    Off Off
1758    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia6    Off Off
1759    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia7    Off Off
1760    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia8    Off Off
1761    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia9    Off Off
1762    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia10   Off Off
1763    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia11   Off Off
1764    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia12   Off Off
1765    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia13   Off Off
1766    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia14   Off Off
1767    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia15   Off Off
1768    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia16   Off Off
1769    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia20   Off Off
1770    BOOL    2       QUIN_TDM_RX_0 Audio Mixer MultiMedia21   Off Off
1771    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia1    Off Off
1772    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia2    Off Off
1773    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia3    Off Off
1774    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia4    Off Off
1775    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia5    Off Off
1776    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia6    Off Off
1777    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia7    Off Off
1778    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia8    Off Off
1779    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia9    Off Off
1780    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia10   Off Off
1781    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia11   Off Off
1782    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia12   Off Off
1783    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia13   Off Off
1784    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia14   Off Off
1785    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia15   Off Off
1786    BOOL    2       QUIN_TDM_TX_0 Audio Mixer MultiMedia16   Off Off
1787    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia1    Off Off
1788    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia2    Off Off
1789    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia3    Off Off
1790    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia4    Off Off
1791    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia5    Off Off
1792    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia6    Off Off
1793    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia7    Off Off
1794    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia8    Off Off
1795    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia9    Off Off
1796    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia10   Off Off
1797    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia11   Off Off
1798    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia12   Off Off
1799    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia13   Off Off
1800    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia14   Off Off
1801    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia15   Off Off
1802    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia16   Off Off
1803    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia20   Off Off
1804    BOOL    2       QUIN_TDM_RX_1 Audio Mixer MultiMedia21   Off Off
1805    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia1    Off Off
1806    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia2    Off Off
1807    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia3    Off Off
1808    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia4    Off Off
1809    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia5    Off Off
1810    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia6    Off Off
1811    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia7    Off Off
1812    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia8    Off Off
1813    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia9    Off Off
1814    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia10   Off Off
1815    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia11   Off Off
1816    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia12   Off Off
1817    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia13   Off Off
1818    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia14   Off Off
1819    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia15   Off Off
1820    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia16   Off Off
1821    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia20   Off Off
1822    BOOL    2       QUIN_TDM_RX_2 Audio Mixer MultiMedia21   Off Off
1823    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia1    Off Off
1824    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia2    Off Off
1825    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia3    Off Off
1826    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia4    Off Off
1827    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia5    Off Off
1828    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia6    Off Off
1829    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia7    Off Off
1830    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia8    Off Off
1831    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia9    Off Off
1832    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia10   Off Off
1833    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia11   Off Off
1834    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia12   Off Off
1835    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia13   Off Off
1836    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia14   Off Off
1837    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia15   Off Off
1838    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia16   Off Off
1839    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia20   Off Off
1840    BOOL    2       QUIN_TDM_RX_3 Audio Mixer MultiMedia21   Off Off
1841    BOOL    2       QUAT_TDM_RX_2_Voice Mixer VoiceMMode1    Off Off
1842    BOOL    2       PRI_TDM_RX_0 Port Mixer PRI_MI2S_TX      Off Off
1843    BOOL    2       PRI_TDM_RX_0 Port Mixer SEC_MI2S_TX      Off Off
1844    BOOL    2       PRI_TDM_RX_0 Port Mixer QUAT_MI2S_TX     Off Off
1845    BOOL    2       PRI_TDM_RX_0 Port Mixer INTERNAL_FM_TX   Off Off
1846    BOOL    2       PRI_TDM_RX_0 Port Mixer INTERNAL_BT_SCO_TX Off Off
1847    BOOL    2       PRI_TDM_RX_0 Port Mixer AFE_PCM_TX       Off Off
1848    BOOL    2       PRI_TDM_RX_0 Port Mixer AUX_PCM_UL_TX    Off Off
1849    BOOL    2       PRI_TDM_RX_0 Port Mixer SEC_AUX_PCM_UL_TX Off Off
1850    BOOL    2       PRI_TDM_RX_0 Port Mixer PRI_TDM_TX_0     Off Off
1851    BOOL    2       PRI_TDM_RX_0 Port Mixer PRI_TDM_TX_1     Off Off
1852    BOOL    2       PRI_TDM_RX_0 Port Mixer PRI_TDM_TX_2     Off Off
1853    BOOL    2       PRI_TDM_RX_0 Port Mixer PRI_TDM_TX_3     Off Off
1854    BOOL    2       PRI_TDM_RX_0 Port Mixer QUAT_TDM_TX_0    Off Off
1855    BOOL    2       PRI_TDM_RX_0 Port Mixer QUAT_TDM_TX_1    Off Off
1856    BOOL    2       PRI_TDM_RX_0 Port Mixer QUAT_TDM_TX_2    Off Off
1857    BOOL    2       PRI_TDM_RX_0 Port Mixer QUAT_TDM_TX_3    Off Off
1858    BOOL    2       PRI_TDM_RX_0 Port Mixer QUIN_TDM_TX_0    Off Off
1859    BOOL    2       PRI_TDM_RX_0 Port Mixer QUIN_TDM_TX_1    Off Off
1860    BOOL    2       PRI_TDM_RX_0 Port Mixer QUIN_TDM_TX_2    Off Off
1861    BOOL    2       PRI_TDM_RX_0 Port Mixer QUIN_TDM_TX_3    Off Off
1862    BOOL    2       PRI_TDM_RX_1 Port Mixer PRI_MI2S_TX      Off Off
1863    BOOL    2       PRI_TDM_RX_1 Port Mixer SEC_MI2S_TX      Off Off
1864    BOOL    2       PRI_TDM_RX_1 Port Mixer QUAT_MI2S_TX     Off Off
1865    BOOL    2       PRI_TDM_RX_1 Port Mixer INTERNAL_FM_TX   Off Off
1866    BOOL    2       PRI_TDM_RX_1 Port Mixer INTERNAL_BT_SCO_TX Off Off
1867    BOOL    2       PRI_TDM_RX_1 Port Mixer AFE_PCM_TX       Off Off
1868    BOOL    2       PRI_TDM_RX_1 Port Mixer AUX_PCM_UL_TX    Off Off
1869    BOOL    2       PRI_TDM_RX_1 Port Mixer SEC_AUX_PCM_UL_TX Off Off
1870    BOOL    2       PRI_TDM_RX_1 Port Mixer PRI_TDM_TX_0     Off Off
1871    BOOL    2       PRI_TDM_RX_1 Port Mixer PRI_TDM_TX_1     Off Off
1872    BOOL    2       PRI_TDM_RX_1 Port Mixer PRI_TDM_TX_2     Off Off
1873    BOOL    2       PRI_TDM_RX_1 Port Mixer PRI_TDM_TX_3     Off Off
1874    BOOL    2       PRI_TDM_RX_1 Port Mixer QUAT_TDM_TX_0    Off Off
1875    BOOL    2       PRI_TDM_RX_1 Port Mixer QUAT_TDM_TX_1    Off Off
1876    BOOL    2       PRI_TDM_RX_1 Port Mixer QUAT_TDM_TX_2    Off Off
1877    BOOL    2       PRI_TDM_RX_1 Port Mixer QUAT_TDM_TX_3    Off Off
1878    BOOL    2       PRI_TDM_RX_1 Port Mixer QUIN_TDM_TX_0    Off Off
